ID,Cod_Tipo_Cart_Rel,UF,Esfera,Quantidade_media_guias,Volume_medio_arrecadado,Volume_medio_tarifas,Margem_contribuicao_media,Tarifa_media
104361900,406,CE,MUNICIPAL,10,96.0,46.0,0.0,4.6
104840564,407,MG,MUNICIPAL,5,0.0,23.0,0.0,4.6
909389167,405,AP,MUNICIPAL,2,0.0,9.0,0.0,4.5
600390519,406,MG,MUNICIPAL,34773,232222.75,140700.25,0.0,4.44
800472769,406,BA,MUNICIPAL,4685,2593.5,15344.0,403.5,4.36
105113096,406,PA,MUNICIPAL,361,281.5,854.0,0.0,4.18
500833972,406,PE,MUNICIPAL,2882,4520.33,19818.33,0.0,4.17
402252363,406,RS,MUNICIPAL,12181,1466816.0,49710.0,0.0,4.08
105554403,407,PE,MUNICIPAL,361,93.5,165.5,0.0,4.06
204722538,407,SP,MUNICIPAL,8543,3294.67,28619.33,0.0,4.04
106360256,406,MG,MUNICIPAL,33867,500408.0,137373.5,0.0,4.02
105668711,405,BA,ESTADUAL,44955,4505907.33,195960.0,0.0,4.01
205274998,406,SP,MUNICIPAL,826,113.0,2788.67,0.0,4.01
922225929,405,RR,ESTADUAL,24843,1844699.0,99628.0,0.0,4.01
800765633,405,PI,ESTADUAL,9211,1464811.67,34577.0,63365.0,3.89
200387161,406,SP,MUNICIPAL,13,972.0,50.0,0.0,3.85
508592272,406,PA,MUNICIPAL,16243,292.5,58245.5,2756.0,3.68
201148980,406,SP,MUNICIPAL,26003,335995.75,88180.25,13897.5,3.63
105649238,405,PB,MUNICIPAL,1393,2098.0,5042.0,221.5,3.61
303899347,407,GO,MUNICIPAL,74,620.0,185.25,0.0,3.61
200313701,406,SP,MUNICIPAL,22058,184546.67,44809.33,746.0,3.57
103353556,406,CE,MUNICIPAL,816,7757.0,2647.5,0.0,3.56
200668265,407,SP,MUNICIPAL,12,0.0,15.0,0.0,3.52
903844755,405,AC,ESTADUAL,29634,527302.0,99761.0,0.0,3.5
106162380,403,MA,ESTADUAL,27658,358077.0,79783.0,0.0,3.47
800664919,403,SE,ESTADUAL,9264,931528.67,25950.33,68.33,3.46
840725352,406,CE,MUNICIPAL,3195,3330.4,14823.8,20.6,3.36
105562607,405,PA,MUNICIPAL,207,650.5,581.5,91.5,3.34
105391188,407,MG,MUNICIPAL,21,0.0,69.0,0.0,3.29
200313672,406,SP,MUNICIPAL,9202,16399.5,13860.0,6090.0,3.28
400167299,406,RS,MUNICIPAL,21755,1016560.0,71333.0,0.0,3.28
800848185,407,MA,MUNICIPAL,141,0.0,406.67,0.0,3.27
105554681,407,PI,MUNICIPAL,41,710.5,154.0,0.0,3.24
200179496,406,SP,MUNICIPAL,45,0.0,146.0,0.0,3.23
904026665,405,AC,ESTADUAL,22152,79410.0,48419.0,8189.25,3.22
600255091,406,MG,MUNICIPAL,23456,268468.0,67922.0,0.0,3.21
303736319,405,DF,ESTADUAL,18051,649193.33,53617.0,0.0,3.2
441212842,406,MG,MUNICIPAL,10556,36247.25,23872.0,534.5,3.19
910587880,405,GO,MUNICIPAL,10373,32150.2,25619.8,82.4,3.15
204830746,407,SP,MUNICIPAL,26,0.0,81.0,0.0,3.12
204490729,407,RS,MUNICIPAL,282,0.0,876.0,0.0,3.11
906071739,405,RR,MUNICIPAL,249,606.0,774.0,0.0,3.11
103795024,406,CE,MUNICIPAL,275,1066.67,75.33,0.0,3.09
803662738,406,BA,MUNICIPAL,951,1290.0,788.0,0.0,3.09
906072443,407,MG,MUNICIPAL,277,0.0,851.0,0.0,3.08
103422876,406,CE,MUNICIPAL,145,1432.0,238.0,0.0,3.06
104551530,407,PB,MUNICIPAL,509,141.33,1465.0,0.0,3.06
105174655,405,GO,MUNICIPAL,12978,391803.75,31051.5,0.0,3.06
105552018,407,PI,MUNICIPAL,94,16800.0,288.0,0.0,3.06
511827445,406,BA,MUNICIPAL,7,12605.0,17.5,0.0,3.05
111606110,405,RR,ESTADUAL,2717,397622.0,5745.5,19.0,3.03
200329663,406,SP,MUNICIPAL,24051,161151.75,52886.75,0.0,3.03
105022026,406,BA,MUNICIPAL,474,142.5,15.0,0.0,3.01
100789139,406,RJ,MUNICIPAL,2,0.0,6.0,0.0,3.0
103847812,407,RN,MUNICIPAL,1,0.0,3.0,0.0,3.0
104890084,407,MG,MUNICIPAL,650,300.0,1952.0,0.0,3.0
105557708,407,PB,MUNICIPAL,1,0.0,3.0,0.0,3.0
205798030,407,RS,MUNICIPAL,251,2.0,576.0,0.0,3.0
906072525,407,PR,MUNICIPAL,2,0.0,6.0,0.0,3.0
103610804,406,CE,MUNICIPAL,2127,3541.0,7633.5,0.0,2.99
800721663,407,BA,MUNICIPAL,178,2999.0,531.0,0.0,2.99
906072680,406,SP,MUNICIPAL,86,2.5,90.0,0.0,2.98
922872617,403,RN,ESTADUAL,10103,2655585.0,30006.0,0.0,2.97
103529506,407,PI,MUNICIPAL,340,0.0,1005.0,0.0,2.96
200144066,406,SP,MUNICIPAL,23173,676349.0,67150.5,0.0,2.94
106380131,405,PI,MUNICIPAL,27344,238965.0,79999.0,0.0,2.93
106445069,403,MG,MUNICIPAL,18421,1809152.0,53629.0,0.0,2.91
105151498,407,BA,MUNICIPAL,92,4277.0,264.0,0.0,2.87
500558301,406,AL,MUNICIPAL,5933,2199.2,19182.2,0.0,2.86
200060258,407,SP,MUNICIPAL,5,0.0,15.0,8.33,2.85
500688950,405,RN,ESTADUAL,214686,25696350.0,609748.0,0.0,2.84
511150,407,MS,MUNICIPAL,1272,0.0,3585.0,0.0,2.82
501268241,406,RN,MUNICIPAL,1844,0.0,5192.0,0.0,2.82
800729700,407,SE,MUNICIPAL,148,125.0,414.0,0.0,2.8
101144226,406,ES,MUNICIPAL,1164,3265.0,3188.5,0.0,2.78
204560791,406,PR,MUNICIPAL,9432,15638.4,20760.8,2131.6,2.78
105013520,407,BA,MUNICIPAL,342,5729.0,946.0,0.0,2.77
201370014,406,SP,MUNICIPAL,1136,0.0,3132.0,0.0,2.76
800456229,407,BA,MUNICIPAL,547,325.0,1480.0,0.0,2.71
200832753,406,SP,MUNICIPAL,439,0.0,1185.0,0.0,2.7
103932497,406,RJ,MUNICIPAL,16619,0.0,44784.0,0.0,2.69
104724195,407,PB,MUNICIPAL,21,8495.0,57.5,0.0,2.69
105601718,407,TO,MUNICIPAL,224,140.0,598.0,0.0,2.67
203244254,406,SP,MUNICIPAL,8,0.0,21.0,0.0,2.67
101070854,405,ES,ESTADUAL,15060,1618918.0,38665.0,0.0,2.64
105552123,406,RJ,MUNICIPAL,1925,20624.0,5071.0,0.0,2.63
104485083,407,AL,MUNICIPAL,64,4325.0,167.0,0.0,2.61
101106560,406,ES,MUNICIPAL,370,455.0,1033.0,0.0,2.6
906072328,406,MA,MUNICIPAL,102,3453.0,265.0,0.0,2.6
200536226,407,SP,MUNICIPAL,151,0.0,391.0,0.0,2.59
596454,407,MS,MUNICIPAL,183,0.0,123.5,0.0,2.58
104875176,403,PE,MUNICIPAL,18156,34521091.0,46838.0,0.0,2.58
200341843,406,SP,MUNICIPAL,81,0.0,280.0,0.0,2.57
104882150,407,MG,MUNICIPAL,578,10836.0,1480.0,0.0,2.56
200444424,407,SP,MUNICIPAL,9,763.0,23.0,0.0,2.56
103493375,407,RN,MUNICIPAL,68,257.5,173.0,0.0,2.55
104488397,403,RN,ESTADUAL,19024,0.0,47380.0,0.0,2.55
906072285,405,AP,MUNICIPAL,70,618.0,46.5,0.0,2.55
801044051,406,BA,MUNICIPAL,11444,11014.0,22843.0,0.0,2.54
904245649,406,RO,MUNICIPAL,11617,11015.0,21477.8,1805.8,2.54
105505008,407,MG,MUNICIPAL,39,51.5,109.5,0.0,2.53
104569663,407,PB,MUNICIPAL,487,4143.33,1055.0,0.0,2.52
106147128,407,TO,MUNICIPAL,311,675.5,698.0,0.0,2.52
103675390,407,PI,MUNICIPAL,94,115.0,234.0,0.0,2.49
400072103,407,RS,MUNICIPAL,261,0.0,644.0,113.0,2.47
512400918,406,CE,MUNICIPAL,53,0.0,91.2,0.0,2.47
100947469,407,MG,MUNICIPAL,66,294.5,160.5,0.0,2.46
104789064,407,MG,MUNICIPAL,131,2122.5,324.0,0.0,2.46
105851224,407,MA,MUNICIPAL,155,0.0,357.0,0.0,2.46
300396439,407,GO,MUNICIPAL,168,38409.0,324.25,0.0,2.45
103535828,407,RN,MUNICIPAL,43,1517.2,118.6,0.0,2.43
600115913,406,MG,MUNICIPAL,1748,20473.33,3636.33,0.0,2.43
300262896,406,MT,MUNICIPAL,9556,23040.0,20943.6,110.6,2.42
844203450,406,MA,MUNICIPAL,414,80305.0,815.0,47.25,2.42
103961080,403,RN,ESTADUAL,841,0.0,1934.5,0.0,2.41
106123467,407,RN,MUNICIPAL,205,55.0,495.0,0.0,2.41
800720030,407,SE,MUNICIPAL,147,9600.5,367.0,0.0,2.41
104775999,407,AL,MUNICIPAL,692,3330.0,1661.0,0.0,2.4
906070705,405,AP,MUNICIPAL,464,6848.0,897.0,0.0,2.4
203524086,407,RS,MUNICIPAL,168,452.0,402.0,0.0,2.39
210548431,405,RR,ESTADUAL,9165,8347.0,13000.33,0.0,2.39
200147466,406,SP,MUNICIPAL,435,14391.5,75.0,0.0,2.38
205800486,407,RS,MUNICIPAL,118,6760.0,280.0,0.0,2.37
500346718,407,PB,MUNICIPAL,1245,4662.75,3698.25,0.0,2.36
600148970,406,MG,MUNICIPAL,3660,229.67,8074.33,934.33,2.36
838706696,406,RO,MUNICIPAL,1471,6974.5,3199.25,0.0,2.35
906070684,406,AL,MUNICIPAL,67,1282.0,152.5,0.0,2.34
106240774,405,PA,MUNICIPAL,601,3530.0,1380.5,0.0,2.32
104943435,407,TO,MUNICIPAL,3830,271.0,8447.67,457.33,2.31
101175688,406,ES,MUNICIPAL,10,0.0,23.0,0.0,2.3
105541767,407,MG,MUNICIPAL,72,0.0,161.33,3.33,2.3
700503600,406,SC,MUNICIPAL,10,215.0,23.0,0.0,2.3
104068154,405,SE,MUNICIPAL,307,0.0,696.0,0.0,2.27
105030196,406,BA,MUNICIPAL,1600,15367.0,3624.0,0.0,2.27
800196019,407,BA,MUNICIPAL,396,0.0,900.0,0.0,2.27
918925180,405,AL,MUNICIPAL,10351,12122.33,11416.0,1884.33,2.27
106207091,406,CE,MUNICIPAL,1803,10153.25,2590.75,312.75,2.26
700490759,405,SC,MUNICIPAL,17541,103690.6,32864.0,190.4,2.26
103627439,407,PI,MUNICIPAL,111,1599.0,205.25,8.5,2.25
105551032,407,MG,MUNICIPAL,52,897.0,118.0,0.0,2.25
105553183,407,RN,MUNICIPAL,694,4743.5,1323.5,0.0,2.25
105630626,405,MA,MUNICIPAL,158,12837.5,376.0,0.0,2.25
900556565,406,SP,MUNICIPAL,12756,25992.0,30733.75,142.0,2.25
105399899,406,MG,MUNICIPAL,2164,7893.75,3488.5,104.0,2.23
204817112,407,SC,MUNICIPAL,532,9009.6,641.4,155.6,2.23
509555431,405,AP,MUNICIPAL,13974,2499.25,34675.5,1121.25,2.23
104468538,406,BA,MUNICIPAL,1135,41212.5,2244.25,26.0,2.22
904474169,403,RR,ESTADUAL,45695,5345161.0,101300.0,0.0,2.22
315824,406,PR,MUNICIPAL,36168,138956.0,79758.0,0.0,2.21
800363789,406,BA,MUNICIPAL,3438,13145.0,7607.0,0.0,2.21
906070849,406,CE,MUNICIPAL,105,46.0,254.67,40.0,2.21
105529553,407,MG,MUNICIPAL,318,436.6,880.8,0.0,2.2
200450809,406,SP,MUNICIPAL,11503,7312.5,20423.0,3108.0,2.2
500482784,406,PE,MUNICIPAL,810,9689.0,1466.67,165.33,2.2
103512214,407,RN,MUNICIPAL,4110,7336.5,8723.25,0.0,2.19
103756003,407,PI,MUNICIPAL,83,401.0,182.0,0.0,2.19
105557815,407,MG,MUNICIPAL,16,0.0,35.0,0.0,2.19
104892367,407,PE,MUNICIPAL,327,0.0,712.0,0.0,2.18
105557106,407,GO,MUNICIPAL,104,7278.0,199.33,0.0,2.18
500730914,407,RN,MUNICIPAL,5341,1434.2,13448.8,2218.8,2.18
906070732,407,BA,MUNICIPAL,1457,130.0,3178.0,0.0,2.18
104546068,407,AL,MUNICIPAL,24,3931.0,52.0,0.0,2.17
101037550,407,MG,MUNICIPAL,843,3186.33,1438.67,0.0,2.16
104058304,406,PE,MUNICIPAL,2221,6356.33,4834.67,184.67,2.16
200059537,406,SP,MUNICIPAL,204,0.0,441.0,0.0,2.16
411915456,406,CE,MUNICIPAL,8472,5949.25,12377.75,1309.25,2.16
104796801,407,TO,MUNICIPAL,456,42859.67,1069.0,95.0,2.15
801030943,406,BA,MUNICIPAL,7548,9490.0,17854.0,0.0,2.15
103357011,406,CE,MUNICIPAL,400,1533.0,699.0,0.0,2.14
513393612,406,BA,MUNICIPAL,369,1970.5,650.25,0.0,2.14
700414254,406,SC,MUNICIPAL,3669,62186.5,7063.0,0.0,2.14
105097373,407,GO,MUNICIPAL,409,16454.5,513.5,0.0,2.13
200413659,406,SP,MUNICIPAL,153,0.0,273.67,0.0,2.13
900503358,406,SP,MUNICIPAL,522,435.33,1064.0,0.0,2.13
500510220,405,AL,MUNICIPAL,26256,1268549.33,53385.33,0.0,2.1
104454911,407,RO,MUNICIPAL,663,0.0,1026.0,0.0,2.09
205215983,406,SP,MUNICIPAL,65,0.0,136.0,0.0,2.09
500148905,407,CE,MUNICIPAL,121,0.0,253.0,0.0,2.09
556541,406,MS,MUNICIPAL,4771,15542.0,9936.0,0.0,2.08
700426074,406,SC,MUNICIPAL,10375,48032.0,21544.0,0.0,2.08
104544436,406,MT,MUNICIPAL,17566,101785.67,32561.67,0.0,2.06
203739841,407,RS,MUNICIPAL,688,3133.0,1415.0,1309.0,2.06
203924728,406,SP,MUNICIPAL,47,0.0,44.67,0.0,2.06
104490044,407,BA,MUNICIPAL,420,230.0,863.0,0.0,2.05
331801746,406,BA,MUNICIPAL,41,6826.67,59.33,0.0,2.05
800486563,406,BA,MUNICIPAL,1721,14501.6,3620.2,116.0,2.05
900511426,406,SP,MUNICIPAL,22,7950.0,45.0,0.0,2.05
200126423,406,SP,MUNICIPAL,89,0.0,182.0,0.0,2.04
205754700,407,SC,MUNICIPAL,18,2390.0,40.67,0.0,2.04
800998593,406,AL,MUNICIPAL,777,35450.5,1378.75,53.75,2.03
104564325,405,AL,MUNICIPAL,4075,85964.5,7560.5,0.0,2.02
104835054,407,MG,MUNICIPAL,733,1590.0,2140.0,394.5,2.02
200105619,406,SP,MUNICIPAL,13308,0.0,26862.0,22196.0,2.02
200629044,407,MG,MUNICIPAL,105,28980.0,207.0,0.0,2.02
510628739,407,SC,MUNICIPAL,6818,30200.6,14265.6,2111.0,2.02
104847549,407,MG,MUNICIPAL,419,6511.0,802.0,0.0,2.01
105114615,406,PE,MUNICIPAL,983,3618.0,1973.0,0.0,2.01
105823971,405,PI,ESTADUAL,4811,1804189.33,13828.67,4.33,2.01
203925127,407,SC,MUNICIPAL,747,1929.0,1381.25,0.0,2.01
103420792,406,CE,MUNICIPAL,21201,198763.5,31875.5,0.0,2.0
300076241,406,PA,MUNICIPAL,1,2.0,2.0,0.0,2.0
303834743,405,PA,MUNICIPAL,8,215.0,16.0,0.0,2.0
516511749,406,PA,MUNICIPAL,140,62.0,280.0,0.0,2.0
516712415,406,SC,MUNICIPAL,3,1500.0,6.0,0.0,2.0
800854176,407,PI,MUNICIPAL,16,112.0,32.0,0.0,2.0
300021987,405,AP,MUNICIPAL,541,12626.33,729.33,87.67,1.99
104834094,407,PB,MUNICIPAL,1276,3209.75,2395.5,54.25,1.98
203686000,407,SC,MUNICIPAL,510,0.0,1012.0,0.0,1.98
205728961,406,SP,MUNICIPAL,20211,68197.0,30049.6,1812.4,1.98
303677454,405,GO,MUNICIPAL,706,306.0,1400.0,0.0,1.98
442699224,405,GO,MUNICIPAL,399,0.0,734.0,63.0,1.98
103414635,407,MA,MUNICIPAL,111,24502.67,125.67,22.0,1.97
105049565,407,GO,MUNICIPAL,256,2205.67,466.33,0.0,1.97
204314626,407,RS,MUNICIPAL,418,18918.5,455.5,32.0,1.97
200048636,406,SP,MUNICIPAL,7,0.0,11.0,0.0,1.96
303738835,405,PA,MUNICIPAL,231,1999.0,452.0,0.0,1.96
801056025,407,BA,MUNICIPAL,217,1007.0,430.0,0.0,1.96
110051,406,PR,MUNICIPAL,159,56.0,359.0,0.0,1.95
104846771,407,MG,MUNICIPAL,593,0.0,1156.0,0.0,1.95
106369618,407,PB,MUNICIPAL,591,5900.0,1155.0,0.0,1.95
106446207,406,PE,MUNICIPAL,231,4130.0,451.0,0.0,1.95
506734176,403,TO,ESTADUAL,11513,78618.75,21800.0,6766.25,1.95
205133755,407,SC,MUNICIPAL,7370,55793.75,13714.25,0.0,1.94
516354856,406,PB,MUNICIPAL,163,0.0,296.67,0.0,1.94
105555859,407,PB,MUNICIPAL,69,12691.5,130.0,0.0,1.93
204501449,406,SP,MUNICIPAL,18521,27087.67,30820.33,0.0,1.93
600134188,407,MG,MUNICIPAL,59,10631.5,113.0,0.0,1.93
105556516,407,PI,MUNICIPAL,40,4782.0,76.0,0.0,1.92
106445641,407,MA,MUNICIPAL,24,16.0,46.0,0.0,1.92
900470549,407,SP,MUNICIPAL,12,0.0,23.0,0.0,1.92
204548900,407,RS,MUNICIPAL,300,5266.0,512.5,0.0,1.91
204646914,406,PR,MUNICIPAL,644,77.33,668.67,0.0,1.91
205500536,406,SP,MUNICIPAL,272,0.0,532.5,0.0,1.91
503136705,403,PE,ESTADUAL,120728,8364147.5,231643.0,0.0,1.91
800812572,407,PI,MUNICIPAL,165,1850.67,253.0,41.33,1.91
906071051,407,MA,MUNICIPAL,159,7746.5,120.0,0.0,1.9
203628893,406,SC,MUNICIPAL,19890,48302.2,35326.6,3163.2,1.89
914070883,406,RJ,MUNICIPAL,4775,23623.0,7761.0,2568.5,1.89
1821,406,PR,MUNICIPAL,242,0.0,455.0,0.0,1.88
103406446,405,PI,MUNICIPAL,5271,7192.0,9016.0,0.0,1.88
503077054,407,PE,MUNICIPAL,242,0.0,435.5,0.0,1.88
918773553,406,SP,MUNICIPAL,11531,248629.25,21883.75,0.0,1.87
104841161,407,MG,MUNICIPAL,2324,2496.6,4295.4,0.0,1.86
105096201,407,GO,MUNICIPAL,799,62.4,1735.0,0.0,1.86
105107992,405,PA,MUNICIPAL,74,610.0,138.0,0.0,1.86
105130292,406,GO,MUNICIPAL,4901,77553.0,9112.0,8223.0,1.86
302792046,406,CE,MUNICIPAL,642,0.0,1197.0,0.0,1.86
800981343,406,BA,MUNICIPAL,800,3787.0,1485.0,0.0,1.86
906071314,407,PB,MUNICIPAL,258,0.0,473.0,0.0,1.86
105526347,406,RJ,MUNICIPAL,579,0.0,1071.0,0.0,1.85
106445203,406,PE,MUNICIPAL,3824,12544.0,7206.0,0.0,1.85
205127317,407,PR,MUNICIPAL,452,6224.0,837.0,0.0,1.85
900216181,407,SP,MUNICIPAL,140,106.4,243.6,0.0,1.85
303170728,405,AC,MUNICIPAL,68,710.0,60.5,0.0,1.84
103416402,406,CE,MUNICIPAL,1561,9295.0,2953.0,0.0,1.83
105089733,407,GO,MUNICIPAL,204,60617.33,387.33,44.67,1.83
106381501,406,RJ,MUNICIPAL,10431,27795.8,15516.4,2499.8,1.83
112090253,406,CE,MUNICIPAL,120,834.0,127.0,0.0,1.83
204487786,406,RS,MUNICIPAL,2269,22766.67,2683.67,199.0,1.83
205142422,405,MS,ESTADUAL,23125,203406.25,38829.75,0.0,1.83
600160464,406,MG,MUNICIPAL,7385,19216.0,13505.0,0.0,1.83
103639408,405,CE,ESTADUAL,13172,5832610.5,24105.0,68.5,1.82
105193871,407,PA,MUNICIPAL,155,0.0,282.0,0.0,1.82
200280027,406,MG,MUNICIPAL,11310,20.5,21895.25,0.0,1.82
400234171,406,RS,MUNICIPAL,602,6193.75,875.5,27.5,1.82
500907696,407,PE,MUNICIPAL,335,3742.75,543.0,0.0,1.82
800880113,406,BA,MUNICIPAL,11393,3420.5,18214.5,1.5,1.82
800506482,406,MA,MUNICIPAL,332,33268.0,602.0,0.0,1.81
906071656,406,RJ,MUNICIPAL,7356,4660.75,13688.5,0.0,1.81
106445386,406,PA,MUNICIPAL,837,0.0,1508.0,0.0,1.8
700509285,407,SC,MUNICIPAL,1068,51405.25,1144.25,0.0,1.8
800393971,407,BA,MUNICIPAL,1383,15969.5,1995.5,0.0,1.8
103738076,407,PI,MUNICIPAL,230,2170.67,445.0,0.0,1.79
331801749,407,BA,MUNICIPAL,17,1385.0,30.0,0.0,1.79
135912,406,PR,MUNICIPAL,15315,65852.33,21346.0,0.0,1.78
100916453,407,MG,MUNICIPAL,29,9565.0,52.5,0.0,1.78
104906699,406,BA,MUNICIPAL,217,6187.0,376.5,0.0,1.78
105528145,407,MG,MUNICIPAL,1331,5775.5,2429.75,800.0,1.78
105557137,407,GO,MUNICIPAL,227,83561.0,394.0,0.0,1.78
200563383,407,SP,MUNICIPAL,488,0.0,745.0,0.0,1.78
501224486,407,CE,MUNICIPAL,1618,1984.25,2634.25,0.0,1.78
202819309,407,MG,MUNICIPAL,2145,15971.0,3799.0,0.0,1.77
203222611,407,SP,MUNICIPAL,30,0.0,53.0,0.0,1.77
204808989,407,SP,MUNICIPAL,206,22147.8,351.8,0.0,1.77
300338994,407,GO,MUNICIPAL,39,2872.0,69.0,0.0,1.77
402057530,407,RS,MUNICIPAL,44,11015.25,69.0,5.25,1.77
800958169,407,BA,MUNICIPAL,52,0.0,92.0,0.0,1.77
846414703,407,MG,MUNICIPAL,13,0.0,23.0,0.0,1.77
105759264,403,RN,ESTADUAL,28827,217890.0,48393.5,0.0,1.76
205800001,407,SP,MUNICIPAL,3306,2000.0,5823.0,0.0,1.76
146677,407,PR,MUNICIPAL,1692,12793.5,2608.5,0.0,1.75
105538952,407,MG,MUNICIPAL,78,4802.0,121.0,0.0,1.75
300340510,406,GO,MUNICIPAL,14458,36720.4,27983.0,1925.2,1.75
911212564,406,MT,MUNICIPAL,15859,301953.4,27899.4,0.0,1.75
602872397,407,MG,MUNICIPAL,301,1254.0,458.5,0.0,1.74
103576834,407,RN,MUNICIPAL,1551,1201.2,2534.8,495.8,1.73
103922885,407,RN,MUNICIPAL,1814,13209.25,2066.25,0.0,1.73
104491254,407,TO,MUNICIPAL,1565,15552.25,2640.25,0.0,1.73
105081083,407,GO,MUNICIPAL,960,6151.0,1509.0,0.0,1.73
106021686,407,PI,MUNICIPAL,15,380.0,26.0,0.0,1.73
106106337,407,PI,MUNICIPAL,349,4840.25,596.25,24.5,1.73
332784902,406,BA,MUNICIPAL,79,7506.0,125.0,1.0,1.73
105092380,407,PE,MUNICIPAL,392,7013.0,673.0,0.0,1.72
105514875,407,MG,MUNICIPAL,407,1334.0,637.0,12.0,1.72
204318059,407,RS,MUNICIPAL,786,2870.0,1352.0,0.0,1.72
589027,406,MS,MUNICIPAL,4615,245531.75,7225.25,566.5,1.71
104448657,407,TO,MUNICIPAL,462,14602.0,834.6,0.0,1.71
104525543,406,AL,MUNICIPAL,1492,50539.8,2249.8,0.0,1.71
104853033,407,MG,MUNICIPAL,1213,5060.0,2057.5,0.0,1.71
104876637,407,PB,MUNICIPAL,328,1658.0,741.0,0.0,1.7
105424079,407,MG,MUNICIPAL,262,9208.0,404.0,0.0,1.7
332967646,406,BA,MUNICIPAL,227,35345.0,347.0,0.0,1.7
103478938,406,RN,MUNICIPAL,3869,4055.6,7003.0,177.4,1.69
105634357,405,PB,MUNICIPAL,1247,8716.0,2109.0,0.0,1.69
204778581,406,SP,MUNICIPAL,965,1259.67,789.33,0.0,1.69
303427100,405,TO,MUNICIPAL,23522,13247.5,40921.5,0.0,1.69
520367559,407,PI,MUNICIPAL,315,11025.0,574.0,0.0,1.69
600097003,406,MG,MUNICIPAL,250,265.0,422.0,0.0,1.69
104592907,407,PE,MUNICIPAL,1260,462.25,2313.75,0.0,1.68
105071069,406,PE,MUNICIPAL,2338,22461.0,3069.75,377.0,1.68
106572687,406,SP,MUNICIPAL,743,0.0,1010.0,0.0,1.68
200171006,406,SP,MUNICIPAL,107,140.75,125.5,14.5,1.68
400748821,406,RS,MUNICIPAL,2535,39252.0,4258.0,0.0,1.68
501221321,406,PE,MUNICIPAL,1080,2023.0,1812.0,0.0,1.68
800270479,406,BA,MUNICIPAL,3090,14187.0,5581.5,0.0,1.68
800795153,405,PI,MUNICIPAL,12029,6357.5,20009.5,0.0,1.68
104914343,407,MG,MUNICIPAL,204,26029.0,263.0,0.0,1.67
303717263,406,GO,MUNICIPAL,4609,81794.0,4946.0,0.0,1.67
600309155,406,MG,MUNICIPAL,1544,796.6,2158.6,105.4,1.67
800992854,406,AL,MUNICIPAL,904,32179.0,1510.0,0.0,1.67
104261779,406,PE,MUNICIPAL,504,3846.75,820.25,0.0,1.66
104547490,405,PB,MUNICIPAL,919,20062.25,1462.75,0.0,1.66
105557176,407,PB,MUNICIPAL,178,6695.0,259.2,34.4,1.66
204391100,406,RS,MUNICIPAL,3445,74803.0,5726.0,0.0,1.66
906072524,406,PR,MUNICIPAL,3433,2000.0,6693.0,0.0,1.66
344635,406,PR,MUNICIPAL,3179,11095.33,4572.33,500.67,1.65
105396833,406,GO,MUNICIPAL,7966,1963483.0,13115.0,0.0,1.65
105553707,406,MA,MUNICIPAL,592,38247.67,881.0,72.0,1.65
200115162,406,SP,MUNICIPAL,244,2.0,60.0,282.5,1.65
204642677,406,PR,MUNICIPAL,9694,0.0,16020.0,0.0,1.65
205796463,407,RS,MUNICIPAL,173,6265.8,66.4,53.4,1.65
104768456,407,TO,MUNICIPAL,171,727693.0,280.0,52.0,1.64
104819539,406,MG,MUNICIPAL,6736,6330.5,10842.0,0.0,1.64
105552549,405,MA,MUNICIPAL,1667,8567.25,2376.5,143.25,1.64
105701967,406,GO,MUNICIPAL,1981,52795.75,3091.25,0.0,1.64
105734610,405,GO,MUNICIPAL,2010,1620.0,1102.5,0.0,1.64
200387170,406,SP,MUNICIPAL,18873,157999.2,22455.0,1304.6,1.64
900276473,407,SP,MUNICIPAL,302,8191.8,567.0,23.4,1.64
906071429,406,PE,MUNICIPAL,1672,11649.75,1537.0,0.0,1.64
103410502,406,MA,MUNICIPAL,1515,16400.0,2477.0,2372.0,1.63
103758513,405,PI,MUNICIPAL,10500,73649.25,12944.5,0.0,1.63
104370631,405,RR,MUNICIPAL,476,725.0,775.0,0.0,1.63
104839928,407,MG,MUNICIPAL,566,16583.0,1028.0,0.0,1.63
106346172,406,BA,MUNICIPAL,1247,13193.8,1991.2,201.6,1.63
800633008,406,MA,MUNICIPAL,1833,18890.0,3017.0,332.0,1.63
801088412,406,BA,MUNICIPAL,624,10572.5,1212.0,29.25,1.63
539143,406,MS,MUNICIPAL,5810,4785.0,8571.75,0.0,1.62
1193678,406,PR,MUNICIPAL,2060,28246.0,4149.5,0.0,1.62
104805949,406,MG,MUNICIPAL,13521,18793.25,22608.5,0.0,1.62
300361139,407,GO,MUNICIPAL,37,29303.25,53.25,0.0,1.62
501203389,407,RN,MUNICIPAL,91,3399.0,170.5,0.0,1.62
906072716,407,SP,MUNICIPAL,2241,1148.0,689.67,0.0,1.62
106383015,407,RO,MUNICIPAL,3860,94054.0,7123.0,0.0,1.61
200655123,407,MG,MUNICIPAL,1432,14075.25,2333.75,0.0,1.61
400680663,407,RS,MUNICIPAL,180,1294.0,320.25,0.25,1.61
204405896,407,SC,MUNICIPAL,2007,16947.5,2783.5,0.0,1.6
204540593,406,RS,MUNICIPAL,1587,1066.0,2352.5,0.0,1.6
204915299,407,MS,MUNICIPAL,1230,31258.75,1974.5,145.75,1.6
300451126,407,GO,MUNICIPAL,116,6441.0,155.0,0.0,1.6
